,vendor_name,address_line_1,city,state,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
414,"CNS Construction, Inc.","1620 10th Avenue",Brooklyn,"New York",11215,40.658836,-73.978457,1,range_interpolation,1620,"10th Ave",,,Brooklyn,NY,"Kings County",11215,US,"TIGER/Line® dataset from the US Census Bureau"
415,"CNW Cleaning Service, Inc.","309 Lafayette Avenue",Brooklyn,"New York",11238,40.688736,-73.963587,1,rooftop,309,"Lafayette Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
416,"CNZ Contracting, Inc.","260 52nd Street",Brooklyn,"New York",11220,40.646958,-74.016618,1,rooftop,260,"52nd St",,,Brooklyn,NY,"Kings County",11220,US,"City of New York"
417,"CO Adaptive Architecture, PLLC","399 Sands Street",Brooklyn,"New York",11205,40.700097,-73.986734,0.69,street_center,,"Sands St",,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
418,"Coaxum Connects LLC","1340 Bergen Street, Apt 6",Brooklyn,"New York",11213,40.675431,-73.940358,1,rooftop,1340,"Bergen St",Apt,6,Brooklyn,NY,"Kings County",11213,US,"City of New York"
419,"Cobb Accounting & Tax Inc","1293 Schenectady Avenue",Brooklyn,"New York",11203,40.641101,-73.931928,1,rooftop,1293,"Schenectady Ave",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
420,"Coditivity Inc.","9705 Avenue K 2nd Flr",Brooklyn,"New York",11236,40.640689,-73.896889,1,rooftop,9705,"Ave K",Fl,2,Brooklyn,NY,"Kings County",11236,US,"City of New York"
421,"Coin Cafe Inc.","66 Meserole Ave",Brooklyn,"New York",11222,40.726356,-73.95462,1,rooftop,66,"Meserole Ave",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
422,"Colberg Architecture","31 Smith Street",Brooklyn,"New York",11201,40.690619,-73.987625,1,rooftop,31,"Smith St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
423,"Colina Bay, Inc","269 68th Street",Brooklyn,"New York",11220,40.636941,-74.026227,1,rooftop,269,"68th St",,,Brooklyn,NY,"Kings County",11220,US,"City of New York"
424,"Collab Studio, Inc.","309 Starr Street",Brooklyn,"New York",11237,40.707657,-73.920821,1,rooftop,309,"Starr St",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
425,"Collective Fare Enterprises Inc.","345A Nostrand Ave",Brooklyn,"New York",11216,40.686497,-73.950654,1,rooftop,345,"Nostrand Ave",,,Brooklyn,NY,"Kings County",11216,US,"City of New York"
426,"Colonia Architecture & Engineering, PLLC","365 Westminster Road",Brooklyn,"New York",11218,40.640356,-73.966978,1,rooftop,365,"Westminster Rd",,,Brooklyn,NY,"Kings County",11218,US,"City of New York"
427,"Colored Girls Hustle, LLC","1690 President Street",Brooklyn,"New York",11213,40.666832,-73.930962,1,rooftop,1690,"President St",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
428,CC1,"1164 Sutter Ave.",Brooklyn,"New York",11208,40.672228,-73.87501,1,rooftop,1164,"Sutter Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
429,"Compliance Organized LLC","545 Washington Ave",Brooklyn,"New York",11238,40.681857,-73.964331,1,rooftop,545,"Washington Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
430,"Compliment Security Services, Inc","1726 E 53rd St",Brooklyn,"New York",11234,40.616272,-73.923903,1,rooftop,1726,"E 53rd St",,,Brooklyn,NY,"Kings County",11234,US,"City of New York"
431,"Comprehensive Consent, Inc.","1198 Hancock St.",Brooklyn,"New York",11221,40.691392,-73.911791,1,rooftop,1198,"Hancock St",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
432,CompuVoip,"324 Grand Avenue",Brooklyn,"New York",11238-1924,40.686584,-73.962588,1,rooftop,324,"Grand Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
433,"Computize! Consulting, Inc.","155 Water St",Brooklyn,"New York",11201,40.703205,-73.987762,1,rooftop,155,"Water St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
434,"Concentric Consulting Group LLC","535 Dean Street",Brooklyn,"New York",11217,40.681439,-73.972255,1,rooftop,535,"Dean St",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
435,"SQ Contracting","571 Kosciusko st",Brooklyn,"New York",11221,40.69134,-73.927879,0.5,place,,,,,Brooklyn,NY,"Kings County",11221,US,"TIGER/Line® dataset from the US Census Bureau"
436,"Concord Construction of New York, Inc.","1552 West 2nd Street",Brooklyn,"New York",11204,40.609488,-73.976261,1,rooftop,1552,"W 2nd St",,,Brooklyn,NY,"Kings County",11204,US,"City of New York"
437,"Confirmed Booking Network LLC","38 6th Ave STE 1005",Brooklyn,"New York",11217,40.681966,-73.974222,1,rooftop,38,"6th Ave",Apt,1005,Brooklyn,NY,"Kings County",11217,US,"City of New York"
438,"Conformity Habitat LLC","33 Bond Street",Brooklyn,"New York",11201,40.688538,-73.983586,1,rooftop,33,"Bond St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
439,"Connecting Forward LLC","636 Prospect Place",Brooklyn,"New York",11216,40.674739,-73.955635,1,rooftop,636,"Prospect Pl",,,Brooklyn,NY,"Kings County",11216,US,"City of New York"
440,"Consultants for Educational Excellence","105-31 Flatlands 2nd Street",Brooklyn,"New York",11236,40.645429,-73.890944,1,rooftop,105-31,"Flatlands 2nd St",,,Brooklyn,NY,"Kings County",11236,US,"City of New York"
441,"Context Lab 360, LLC","131 Lincoln Road",Brooklyn,"New York",11225,40.661285,-73.958298,1,rooftop,131,"Lincoln Rd",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
442,"Control Electropolishing Corp.","109 Walworth Street",Brooklyn,"New York",11205,40.695468,-73.954338,1,rooftop,109,"Walworth St",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
443,"Cooper Tank & Welding Corp.","123 Varick Avenue",Brooklyn,"New York",11237,40.709914,-73.928135,1,rooftop,123,"Varick Ave",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
444,"The Soap Box","110 Saratoga Avenue",Brooklyn,"New York",11233,40.683006,-73.917347,1,rooftop,110,"Saratoga Ave",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
445,"The Soap Box","110 Saratoga Avenue",Brooklyn,"New York",11233,40.683006,-73.917347,1,rooftop,110,"Saratoga Ave",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
446,"Core Construction Group LLC","1439 Ocean Ave apt b9",Brooklyn,"New York",11230,40.62694,-73.956427,1,rooftop,1439,"Ocean Ave",Apt,B9,Brooklyn,NY,"Kings County",11230,US,"City of New York"
447,"Corona Industries Corp.","97 Knickerbocker Avenue",Brooklyn,"New York",11237,40.705394,-73.929692,1,rooftop,97,"Knickerbocker Ave",,,Brooklyn,NY,"Kings County",11237,US,"City of New York"
448,"CosmoPro Corp.","63 Flushing Avenue",Brooklyn,"New York",11205,40.698228,-73.975163,1,rooftop,63,"Flushing Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
449,"Love it Renovations","300 E 48th Street",Brooklyn,"New York",11203,40.654686,-73.932853,1,rooftop,300,"E 48th St",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
450,"Court Street Office Supplies Inc.","139 11th Street",Brooklyn,"New York",11201,40.670796,-73.992874,0.98,rooftop,139,"11th St",,,Brooklyn,NY,"Kings County",11215,US,"City of New York"
451,"Cowan Consulting, LC","575 Classon Avenue",Brooklyn,"New York",11238,40.681094,-73.958298,1,rooftop,575,"Classon Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
452,"Cracking Good, LLC","37 Carroll Street",Brooklyn,"New York",11231,40.683387,-74.004494,1,rooftop,37,"Carroll St",,,Brooklyn,NY,"Kings County",11231,US,"City of New York"
453,"Create The Remarkable, Inc.","280 Grand Street",Brooklyn,"New York",11211,40.713053,-73.957922,1,rooftop,280,"Grand St",,,Brooklyn,NY,"Kings County",11211,US,"City of New York"
454,"Creative Touch Construction Corp.","817 Foster Avenue",Brooklyn,"New York",11230,40.631508,-73.968815,1,rooftop,817,"Foster Ave",,,Brooklyn,NY,"Kings County",11230,US,"City of New York"
455,"Creative Urban Alchemy LLC","1073 East 36th Street",Brooklyn,"New York",11210,40.62449,-73.940486,1,rooftop,1073,"E 36th St",,,Brooklyn,NY,"Kings County",11210,US,"City of New York"
456,"Creative Women Build LLC","1599 Bergen Street apt 2L",Brooklyn,"New York",11213,40.675125,-73.930148,1,rooftop,1599,"Bergen St",Apt,2L,Brooklyn,NY,"Kings County",11213,US,"City of New York"
457,"CreativeLee Catered LLC","7 Clermont Avenue",Brooklyn,"New York",11205,40.697579,-73.971576,1,rooftop,7,"Clermont Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
458,"Cross Island Mechanical Corp","41 Box Street Suite 300",Brooklyn,"New York",11222,40.737452,-73.954665,1,rooftop,41,"Box St",Ste,300,Brooklyn,NY,"Kings County",11222,US,"City of New York"
459,"CS Electrical Contractor Corp.","495 Flatbush Avenue",Brooklyn,"New York",11225,40.662206,-73.961558,1,rooftop,495,"Flatbush Ave",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
460,"C-Suite Coach","175 Pearl Street",Brooklyn,"New York",11201,40.6996,-73.987698,1,rooftop,175,"Pearl St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
461,"CTG LOGISTICS INC.","241 37th Street",Brooklyn,"New York",11232,40.655913,-74.008279,1,rooftop,241,"37th St",,,Brooklyn,NY,"Kings County",11232,US,"City of New York"
462,Numina,"370 Jay Street",Brooklyn,"New York",11201,40.692744,-73.987435,1,rooftop,370,"Jay St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
463,"Cuddle Avenue Daycare LLC","69 16th Street",Brooklyn,"New York",11215,40.667098,-73.993955,1,rooftop,69,"16th St",,,Brooklyn,NY,"Kings County",11215,US,"City of New York"
464,"Curastory Inc.","284 Humboldt Street",Brooklyn,"New York",11206,40.711559,-73.94207,1,rooftop,284,"Humboldt St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
465,"Custodial Linked Employment and Apprenticeships for the Neighborhood","1428 Pitkin Avenue",Brooklyn,"New York",11233,40.668292,-73.920885,1,rooftop,1428,"Pitkin Ave",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
466,"CYBERTHICS DIGITAL SOLUTIONS LLC","1752 E 9TH STREET",Brooklyn,"New York",11223,40.60655,-73.963815,1,rooftop,1752,"E 9th St",,,Brooklyn,NY,"Kings County",11223,US,"City of New York"
467,"Dg electrical systems llc","1616 Mermaid Ave",Brooklyn,"New York",11224,40.57656,-73.984255,1,rooftop,1616,"Mermaid Ave",,,Brooklyn,NY,"Kings County",11224,US,"City of New York"
468,"D A Surgical Supply, Inc.","10 Neptune Ave",Brooklyn,"New York",11235-4405,40.582819,-73.954616,1,rooftop,10,"Neptune Ave",,,Brooklyn,NY,"Kings County",11235,US,"City of New York"
469,"D Precision Mechanical LLC","1193 East 56th Street",Brooklyn,"New York",11234,40.626703,-73.921661,1,rooftop,1193,"E 56th St",,,Brooklyn,NY,"Kings County",11234,US,"City of New York"
470,"D&L Expert Private Investigators & Law Enforcement Consultants","760 Madison Street",Brooklyn,"New York",11221,40.687262,-73.927456,1,rooftop,760,"Madison St",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
471,"D&S Visions Home Improvement LLC","275 Park Avenue, Suite A",Brooklyn,"New York",11205,40.696109,-73.968135,1,rooftop,275,"Park Ave",Apt,A,Brooklyn,NY,"Kings County",11205,US,"City of New York"
472,"Dadapt LLC","20 East 92nd St",Brooklyn,"New York",11212,40.66349,-73.929603,1,rooftop,20,"E 92nd St",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
473,"DAG Security Service Inc.","2815 Beverley Road",Brooklyn,"New York",11226,40.645172,-73.950365,1,rooftop,2815,"Beverley Rd",,,Brooklyn,NY,"Kings County",11226,US,"City of New York"
474,"Dagan Catering","6187 Strickland Avenue",Brooklyn,"New York",11234,40.613631,-73.912235,1,rooftop,6187,"Strickland Ave",,,Brooklyn,NY,"Kings County",11234,US,"City of New York"
475,"Damihue, Inc.","999 Atlantic Ave,",Brooklyn,"New York",11238,40.680191,-73.959123,1,rooftop,999,"Atlantic Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
476,"Daniel Lim Consulting Inc","645 E 26 St, Suite 4K",Brooklyn,"New York",11210,40.634698,-73.952026,1,rooftop,645,"E 26th St",Apt,4K,Brooklyn,NY,"Kings County",11210,US,"City of New York"
477,"MushLume Lighting","232 3rd Street",Brooklyn,"New York",11215,40.674878,-73.987885,1,rooftop,232,"3rd St",,,Brooklyn,NY,"Kings County",11215,US,"City of New York"
478,"Dantes Partners NYC LLC","55 Water Street",Brooklyn,"New York",11201,40.703389,-73.992347,1,rooftop,55,"Water St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
479,"DARE Consulting, Inc.","289 Empire Blvd",Brooklyn,"New York",11225,40.663971,-73.952415,1,rooftop,289,"Empire Blvd",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
480,"Darryl Aiken","36 Troy Ave",Brooklyn,"New York",11213,40.678387,-73.935979,1,rooftop,36,"Troy Ave",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
481,"Dawn Drake Music LLC","Apartment 1R",Brooklyn,"New York",11238,40.680593,-73.963928,1,place,,,,,Brooklyn,NY,"Kings County",11238,US,"TIGER/Line® dataset from the US Census Bureau"
482,"DAYBREAK DATA SCIENCE LLC","205 N 9th Street",Brooklyn,"New York",11211,40.717974,-73.954778,1,rooftop,205,"N 9th St",,,Brooklyn,NY,"Kings County",11211,US,"City of New York"
483,"DBC Technologies Inc.","1090 East 36th Street",Brooklyn,"New York",11210,40.624116,-73.940714,1,rooftop,1090,"E 36th St",,,Brooklyn,NY,"Kings County",11210,US,"City of New York"
484,"DBG Media Publishers of Our Time Press, Inc.","257 Nostrand Avenue. Ste 506",Brooklyn,"New York",11205,40.690106,-73.951379,1,rooftop,257,"Nostrand Ave",Ste,506,Brooklyn,NY,"Kings County",11205,US,"City of New York"
485,"Decoder Media, LLC","486 Hancock St",Brooklyn,"New York",11233,40.684035,-73.935796,1,rooftop,486,"Hancock St",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
486,"Define USA, Inc.","589 Macon Street",Brooklyn,"New York",11233,40.683731,-73.927751,1,rooftop,589,"Macon St",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
487,"Dell's Maraschino Cherries Co.","175 Dikeman Street",Brooklyn,"New York",11231,40.678249,-74.015879,1,rooftop,175,"Dikeman St",,,Brooklyn,NY,"Kings County",11231,US,"City of New York"
488,"Deluxe Paper Direct, Inc.","211 Lombardy Street",Brooklyn,"New York",11222,40.72399,-73.932122,1,rooftop,211,"Lombardy St",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
489,"Dencitywork Architecture PLLC","55 Washington Street",Brooklyn,"New York",11201,40.702787,-73.989469,1,rooftop,55,"Washington St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
490,"Dennell Custom Furniture, LLC","905 Stanley Ave",Brooklyn,"New York",11208,40.66287,-73.876031,1,rooftop,905,"Stanley Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
491,"Den's Hot Dogs","2346 E 13th Street",Brooklyn,"New York",11229,40.592872,-73.957332,1,rooftop,2346,"E 13th St",,,Brooklyn,NY,"Kings County",11229,US,"City of New York"
492,"Der's Custom Boots & Shoes, Inc.","2455 McDonald Avenue",Brooklyn,"New York",11223,40.592093,-73.973715,1,rooftop,2455,"McDonald Ave",,,Brooklyn,NY,"Kings County",11223,US,"City of New York"
493,"Designs by D and J LLC","147 Prince Street",Brooklyn,"New York",11201,40.692808,-73.982442,1,rooftop,147,"Prince St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
494,"Details NYC DMC & Events","372 Dekalb Avenue",Brooklyn,"New York",11205,40.689957,-73.962668,1,rooftop,372,"Dekalb Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
495,"Devaykanan Rishudeo","1320 Fulton St",Brooklyn,"New York",11216,40.680174,-73.947832,1,rooftop,1320,"Fulton St",,,Brooklyn,NY,"Kings County",11216,US,"City of New York"
496,"DEZIRAE B MULTIMEDIA LLC","1440 Freeport Loop F2 009F",Brooklyn,"New York",11239,40.645669,-73.880734,1,rooftop,1440,"Freeport Loop",Apt,9F,Brooklyn,NY,"Kings County",11239,US,"City of New York"
497,Diafano,"21 India Street",Brooklyn,"New York",11222,40.731989,-73.961415,1,rooftop,21,"India St",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
498,"Diane Burgio Design, Inc.","68 35th Street",Brooklyn,"New York",11232,40.656735,-74.007099,1,rooftop,68,"35th St",,,Brooklyn,NY,"Kings County",11232,US,"City of New York"
499,"Diaz Electric of New York Inc.","220 36th Street",Brooklyn,"New York",11232,40.656627,-74.008432,1,rooftop,220,"36th St",,,Brooklyn,NY,"Kings County",11232,US,"City of New York"
500,"DIGITALPLUSTECH LLC","26 Court Street, Suite 409",Brooklyn,"New York",11215,40.693338,-73.990857,0.96,rooftop,26,"Court St",Ste,409,Brooklyn,NY,"Kings County",11242,US,"City of New York"
501,DEI,"161 21st Street",Brooklyn,"New York",11232,40.663099,-73.996118,1,rooftop,161,"21st St",,,Brooklyn,NY,"Kings County",11232,US,"City of New York"
502,"Dipak Contracting Co.","355 79th Street",Brooklyn,"New York",11209,40.628296,-74.0272,1,rooftop,355,"79th St",,,Brooklyn,NY,"Kings County",11209,US,"City of New York"
503,"Dirt Bee Gone LLC","2400 Nostrand Avenue",Brooklyn,"New York",11210,40.626145,-73.946933,1,rooftop,2400,"Nostrand Ave",,,Brooklyn,NY,"Kings County",11210,US,"City of New York"
504,"Discover Green Renewable Energy LLC","1120 Nostrand Avenue",Brooklyn,"New York",11225,40.660379,-73.950795,1,rooftop,1120,"Nostrand Ave",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
505,"Tha Pawsomes","649 Empire Boulevard #23",Brooklyn,"New York",11213,40.664093,-73.940581,1,rooftop,649,"Empire Blvd",Apt,23,Brooklyn,NY,"Kings County",11213,US,"City of New York"
506,"Diverse HVAC Mechanical LLC","1463 E 51st Street",Brooklyn,"New York",11234,40.624815,-73.926309,1,rooftop,1463,"E 51st St",,,Brooklyn,NY,"Kings County",11234,US,"City of New York"
507,"Divine Consulting Group Inc.","237 Lexington Avenue",Brooklyn,"New York",11216,40.687627,-73.952881,1,rooftop,237,"Lexington Ave",,,Brooklyn,NY,"Kings County",11216,US,"City of New York"
508,"DIVINE EXPRESS CATERINGS INC","992 Atlantic Ave",Brooklyn,"New York",11238,40.680237,-73.961096,1,rooftop,992,"Atlantic Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
509,"Djeneba, Inc.","464 Nostrand Ave",Brooklyn,"New York",11216,40.682985,-73.950241,1,rooftop,464,"Nostrand Ave",,,Brooklyn,NY,"Kings County",11216,US,"City of New York"
510,"DKN Ready Mix LLC","362 Maspeth Avenue",Brooklyn,"New York",11211,40.718329,-73.928814,1,rooftop,362,"Maspeth Ave",,,Brooklyn,NY,"Kings County",11211,US,"City of New York"
511,"DL. Elite Services Corp.","323 Webster Avenue",Brooklyn,"New York",11230,40.63357,-73.969588,1,rooftop,323,"Webster Ave",,,Brooklyn,NY,"Kings County",11230,US,"City of New York"
512,"DMC Original Art LLC","539 Atlantic Ave",Brooklyn,"New York",11217,40.685077,-73.979637,1,rooftop,539,"Atlantic Ave",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
513,"Do Rite Mechanical Corporation","9714 3rd Avenue",Brooklyn,"New York",11209,40.615598,-74.034447,1,rooftop,9714,"3rd Ave",,,Brooklyn,NY,"Kings County",11209,US,"City of New York"
514,"DOF Media LLC","731 Grand Street",Brooklyn,"New York",11211,40.711795,-73.943562,1,rooftop,731,"Grand St",,,Brooklyn,NY,"Kings County",11211,US,"City of New York"
515,"Dog Basics NYC LLC","76 South 4th Street",Brooklyn,"New York",11249,40.712568,-73.965091,1,rooftop,76,"S 4th St",,,Brooklyn,NY,"Kings County",11249,US,"City of New York"
516,"Dollaride, Inc.","370 Jay Street, 7th Floor",Brooklyn,"New York",11201,40.692744,-73.987435,1,rooftop,370,"Jay St",Fl,7,Brooklyn,NY,"Kings County",11201,US,"City of New York"
517,"Dome Collective LLC","130 Prospect Place",Brooklyn,"New York",11217,40.678391,-73.972862,1,rooftop,130,"Prospect Pl",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
518,"Donia LLC","231 Norman Avenue",Brooklyn,"New York",11222,40.727696,-73.944459,1,rooftop,231,"Norman Ave",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
519,"Donya A. WIlliams, LLC","713 Classon Ave",Brooklyn,"New York",11238,40.676148,-73.959452,1,rooftop,713,"Classon Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
520,"Dorothy Barnhouse","59 Park Place",Brooklyn,"New York",11217,40.679067,-73.976429,1,rooftop,59,"Park Pl",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
521,"Downie Services LLC","8316 Avenue J",Brooklyn,"New York",11236,40.635469,-73.908638,1,rooftop,8316,"Ave J",,,Brooklyn,NY,"Kings County",11236,US,"City of New York"
522,"New Solutions Staffing","1733 sheepsheadbay rd",Brooklyn,"New York",11235,40.585162,-73.951238,1,rooftop,1733,"Sheepshead Bay Rd",,,Brooklyn,NY,"Kings County",11235,US,"City of New York"
523,"Dr. Omolola Omishorre PT, P.C.","1138 Ocean Ave Apt# 6I",Brooklyn,"New York",11230,40.634552,-73.958339,1,rooftop,1138,"Ocean Ave",Apt,6I,Brooklyn,NY,"Kings County",11230,US,"City of New York"
524,"Drakes Carpentry & Woodwork, LLC","204 Montauk Avenue",Brooklyn,"New York",11208,40.674127,-73.878068,1,rooftop,204,"Montauk Ave",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
525,"Dream Nation Love","73 Devoe Street",Brooklyn,"New York",11211,40.713516,-73.948213,1,rooftop,73,"Devoe St",,,Brooklyn,NY,"Kings County",11211,US,"City of New York"
526,"Dream Overture LLC","1489 Fulton Street",Brooklyn,"New York",11216,40.680088,-73.941766,1,rooftop,1489,"Fulton St",,,Brooklyn,NY,"Kings County",11216,US,"City of New York"
527,"Dream Plan-It Events","699 Jerome Street",Brooklyn,"New York",11207,40.663405,-73.883234,1,rooftop,699,"Jerome St",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
528,"Dreaspostres LLC","54 Noll Street",Brooklyn,"New York",11206,40.700714,-73.933271,1,rooftop,54,"Noll St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
529,"Driftless Landscape Architecture, PLLC","71 Greene Avenue",Brooklyn,"New York",11238,40.686339,-73.969947,1,rooftop,71,"Greene Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
530,"Drop40 Productions","1930 Bedford Avenue",Brooklyn,"New York",11225,40.657906,-73.956772,1,rooftop,1930,"Bedford Ave",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
531,"Dru Gibson","652 Myrtle Avenue",Brooklyn,"New York",11205,40.694274,-73.957826,1,rooftop,652,"Myrtle Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
532,Duggal,"63 Flushing Ave",Brooklyn,"New York",11205,40.698228,-73.975163,1,rooftop,63,"Flushing Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
533,"Duo Promos Inc.","816 Myrtle Ave, STE B101",Brooklyn,"New York",11206,40.695213,-73.94962,1,rooftop,816,"Myrtle Ave",Ste,B101,Brooklyn,NY,"Kings County",11206,US,"City of New York"
534,"Duo Promos Inc.","816 Myrtle Ave, STE B101",Brooklyn,"New York",11206,40.695213,-73.94962,1,rooftop,816,"Myrtle Ave",Ste,B101,Brooklyn,NY,"Kings County",11206,US,"City of New York"
535,"Durukan Design Inc","45 Main Street",Brooklyn,"New York",11201,40.702769,-73.990584,1,rooftop,45,"Main St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
536,"DW Service Inc","4023 Hubbard Place",Brooklyn,"New York",11210,40.625257,-73.936082,1,rooftop,4023,"Hubbard Pl",,,Brooklyn,NY,"Kings County",11210,US,"City of New York"
537,"Dwell Realty Services Inc.","230 Walworth Street",Brooklyn,"New York",11205,40.69179,-73.953855,1,rooftop,230,"Walworth St",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
538,"Dyamond J. Construction LLC","383 Hancock Street",Brooklyn,"New York",11216,40.68375,-73.940572,1,rooftop,383,"Hancock St",,,Brooklyn,NY,"Kings County",11216,US,"City of New York"
539,"Dynamic Construction Company","1149 East 34th Street",Brooklyn,"New York",11210,40.627703,-73.943062,1,rooftop,1149,"E 34th St",,,Brooklyn,NY,"Kings County",11210,US,"City of New York"
540,"Dynamic Electric System, Inc.","121 Greenpoint Avenue",Brooklyn,"New York",11222,40.730226,-73.955272,1,rooftop,121,"Greenpoint Ave",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
541,"Dynamic Therapeutic Cares SLP PLLC","495 Flatbush Avenue",Brooklyn,"New York",11225,40.662206,-73.961558,1,rooftop,495,"Flatbush Ave",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
542,"Dynamix Scaffold Group LLC","1355 Halsey St",Brooklyn,"New York",11237,40.693478,-73.907914,1,range_interpolation,1355,"Halsey St",,,Brooklyn,NY,"Kings County",11237,US,"TIGER/Line® dataset from the US Census Bureau"
543,"Dzars Electric Inc.","9202 Avenue M",Brooklyn,"New York",11236,40.634839,-73.896636,1,rooftop,9202,"Ave M",,,Brooklyn,NY,"Kings County",11236,US,"City of New York"
544,"E.M. Bishop Holdings LLC","1717 Carroll Street, #36",Brooklyn,"New York",11213,40.666108,-73.929025,1,rooftop,1717,"Carroll St",Apt,36,Brooklyn,NY,"Kings County",11213,US,"City of New York"
545,"EAD & Associates, LLC","195 Montague Street",Brooklyn,"New York",11201,40.694119,-73.991394,1,rooftop,195,"Montague St",,,Brooklyn,NY,"Kings County",11201,US,"City of New York"
546,"Eagle Eye Security Inc.","4514 Church Avenue",Brooklyn,"New York",11203,40.651418,-73.934653,1,rooftop,4514,"Church Ave",,,Brooklyn,NY,"Kings County",11203,US,"City of New York"
547,"Eagle Security & Protection Inc.","790 Eldert lane",Brooklyn,"New York",11208,40.67036,-73.863286,1,rooftop,790,"Eldert Ln",,,Brooklyn,NY,"Kings County",11208,US,"City of New York"
548,"Earth Angel Sustainable Production Services LLC","750 Manhattan Ave",Brooklyn,"New York",11222,40.726605,-73.952099,1,rooftop,750,"Manhattan Ave",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
549,"Earth Angel Sustainable Production Services LLC","750 Manhattan Ave",Brooklyn,"New York",11222,40.726605,-73.952099,1,rooftop,750,"Manhattan Ave",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
550,"East Brooklyn Career & Training Center LLC","84 Clermont Ave",Brooklyn,"New York",11205,40.695124,-73.971424,1,rooftop,84,"Clermont Ave",,,Brooklyn,NY,"Kings County",11205,US,"City of New York"
551,"Eastern Construction Materials, Inc.","111 Broadway",Brooklyn,"New York",11249,40.710516,-73.964446,1,rooftop,111,Broadway,,,Brooklyn,NY,"Kings County",11249,US,"City of New York"
552,"Eastern Horizon Corporation","3201 Glenwood Road",Brooklyn,"New York",11210,40.634255,-73.945586,1,rooftop,3201,"Glenwood Rd",,,Brooklyn,NY,"Kings County",11210,US,"City of New York"
