,vendor_name,address_line_1,city,state,zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
265,"Thomas J. Brown & Sons, Inc.","136 Aspinwall Street","Staten Island","New York",10307,40.504432,-74.248438,1,rooftop,136,"Aspinwall St",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
266,"THREADING BY AMNA INC.","857 Forest Ave","Staten Island","New York",10310,40.629068,-74.117998,1,rooftop,857,"Forest Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
267,"Threetech Electric, Inc.","6050 Amboy Road","Staten Island","New York",10309,40.525251,-74.208935,1,rooftop,6050,"Amboy Rd",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
268,"TM Construction Group LLC","245 Bricktown Way Suite i","Staten Island","New York",10309,40.530228,-74.232089,1,rooftop,245,"Bricktown Way",Ste,I,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
269,"TMNY Services Inc.","201 Connecticut Street","Staten Island","New York",10307,40.502308,-74.249146,1,rooftop,201,"Connecticut St",,,"Staten Island",NY,"Richmond County",10307,US,"City of New York"
270,"Total Electrical Distributors Inc.","388 South Avenue","Staten Island","New York",10303,40.629729,-74.166602,1,rooftop,388,"South Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
271,"Touchtel Electric & Datacom","1897 Clove Road","Staten Island","New York",10304,40.60675,-74.087672,1,rooftop,1897,"Clove Rd",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
272,"TRAFFIC DATA SURVEY CORP","137 Regis Dr","Staten Island","New York",10314,40.619969,-74.159185,1,rooftop,137,"Regis Dr",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
273,"TriJem33 Consulting LLC","18 Livingston Court","Staten Island","New York",10310,40.642531,-74.109448,1,rooftop,18,"Livingston Ct",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
274,"Uni Professional I Inc.","43 Bogota St","Staten Island","New York",10314,40.58646,-74.147095,1,rooftop,43,"Bogota St",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
275,"Urban Dock & Rail LLC","660 Gulf Avenue","Staten Island","New York",10314,40.613991,-74.180288,1,rooftop,660,"Gulf Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
276,"V King Corp","356 Elvin Street","Staten Island","New York",10314,40.602288,-74.121715,1,rooftop,356,"Elvin St",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
277,"View 360 Construction Inc.","150 Bay Street","Staten Island","New York",10301,40.638647,-74.075975,1,rooftop,150,"Bay St",,,"Staten Island",NY,"Richmond County",10301,US,"City of New York"
278,"Vin Lia Inc.","733 Sharrotts Road","Staten Island","New York",10309,40.539342,-74.242767,1,rooftop,733,"Sharrotts Rd",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
279,"Vinum LLC","704 Bay Street","Staten Island","New York",10304,40.624821,-74.074776,1,rooftop,704,"Bay St",,,"Staten Island",NY,"Richmond County",10304,US,"City of New York"
280,"Wall Contractor Corp.","2372 Arthur Kill Road","Staten Island","New York",10309,40.555477,-74.214696,1,rooftop,2372,"Arthur Kill Rd",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
281,"West Shore Trucking, Inc.","2 Kinsey Place","Staten Island","New York",10303,40.628273,-74.168641,1,range_interpolation,2,"Kinsey Pl",,,"Staten Island",NY,"Richmond County",10303,US,"TIGER/Line® dataset from the US Census Bureau"
282,"Wicked Stitches Inc.","81 West Raleigh Avenue","Staten Island","New York",10301,40.62585,-74.117863,0.99,rooftop,81,"W Raleigh Ave",,,"Staten Island",NY,"Richmond County",10310,US,"City of New York"
283,"Wmbe Construction, Inc.","59 Laconia Ave","Staten Island","New York",10305,40.593967,-74.08487,1,rooftop,59,"Laconia Ave",,,"Staten Island",NY,"Richmond County",10305,US,"City of New York"
284,"WT Engineering Studio","45 Nadal Pl","Staten Island","New York",10314,40.612246,-74.167223,1,rooftop,45,"Nadal Pl",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
285,"XL Energy Consultants LLC","20 Englewood Avenue","Staten Island","New York",10309,40.533771,-74.236129,1,rooftop,20,"Englewood Ave",,,"Staten Island",NY,"Richmond County",10309,US,"City of New York"
286,"Xpedite LLC","121 3rd Street","Staten Island","New York",10306,40.574653,-74.118875,1,rooftop,121,"3rd St",,,"Staten Island",NY,"Richmond County",10306,US,"City of New York"
287,"Your Healthy Reality, LLC","63 Country Drive East","Staten Island","New York",10314,40.587858,-74.162305,1,rooftop,63,"Country Dr E",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
288,"Zain Construction Inc.","220 Van Name Avenue","Staten Island","New York",10303,40.63067,-74.153991,1,rooftop,220,"Van Name Ave",,,"Staten Island",NY,"Richmond County",10303,US,"City of New York"
289,"ZK1 Construction Inc.","338 Oakdale Street","Staten Island","New York",10312,40.541644,-74.161881,1,rooftop,338,"Oakdale St",,,"Staten Island",NY,"Richmond County",10312,US,"City of New York"
